Model,DPO2002B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.01,
Sample Interval,1.92012e-05,
Filter Frequency,7e+07,
Record Length,5208,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0.6,
Vertical Scale,0.5,
Label,,
TIME,CH1,CH1 Peak Detect
-1.024e-02,-0.86,-1.2
-1.022e-02,-0.84,-0.76
-1.020e-02,-1.02,-1.22
-1.018e-02,-1.02,-0.86
-1.016e-02,-1.2,-1.24
-1.014e-02,-1.08,-0.86
-1.012e-02,-0.9,-1.16
-1.011e-02,-1.06,-0.8
-1.009e-02,-0.98,-1.18
-1.007e-02,-1,-0.84
-1.005e-02,-1.12,-1.16
-1.003e-02,-0.96,-0.8
-1.001e-02,-1.06,-1.1
-9.990e-03,-0.94,-0.84
-9.971e-03,-1.04,-1.16
-9.952e-03,-1.08,-0.84
-9.933e-03,-0.92,-1.16
-9.914e-03,-1.02,-0.78
-9.894e-03,-0.94,-1.14
-9.875e-03,-0.92,-0.84
-9.856e-03,-1.08,-1.16
-9.837e-03,-0.96,-0.84
-9.818e-03,-0.98,-1.12
-9.798e-03,-0.96,-0.8
-9.779e-03,-1,-1.18
-9.760e-03,-0.88,-0.78
-9.741e-03,-1,-1.1
-9.722e-03,-0.96,-0.8
-9.702e-03,-0.94,-1.1
-9.683e-03,-0.98,-0.8
-9.664e-03,-0.98,-1.1
-9.645e-03,-0.88,-0.84
-9.626e-03,-0.96,-1.2
-9.606e-03,-1,-0.82
-9.587e-03,-1,-1.08
-9.568e-03,-0.96,-0.76
-9.549e-03,-0.92,-1.12
-9.530e-03,-0.96,-0.84
-9.510e-03,-1.04,-1.18
-9.491e-03,-0.96,-0.88
-9.472e-03,-1.02,-1.1
-9.453e-03,-1.02,-0.8
-9.434e-03,-0.9,-1.12
-9.414e-03,-1,-0.8
-9.395e-03,-1,-1.14
-9.376e-03,-0.98,-0.84
-9.357e-03,-1.06,-1.2
-9.338e-03,-0.92,-0.86
-9.318e-03,-0.96,-1.06
-9.299e-03,-0.9,-0.78
-9.280e-03,-0.94,-1.08
-9.261e-03,-0.98,-0.78
-9.242e-03,-0.82,-1.08
-9.222e-03,-0.98,-0.8
-9.203e-03,-1,-1.16
-9.184e-03,-0.96,-0.84
-9.165e-03,-1.12,-1.18
-9.146e-03,-0.96,-0.78
-9.126e-03,-0.82,-1.08
-9.107e-03,-1.04,-0.74
-9.088e-03,-0.92,-1.2
-9.069e-03,-1.12,-0.86
-9.050e-03,-0.94,-1.16
-9.030e-03,-1.02,-0.84
-9.011e-03,-0.98,-1.16
-8.992e-03,-0.98,-0.76
-8.973e-03,-1.1,-1.16
-8.954e-03,-1,-0.86
-8.934e-03,-0.98,-1.08
-8.915e-03,-0.92,-0.8
-8.896e-03,-0.82,-1.06
-8.877e-03,-0.98,-0.8
-8.858e-03,-1,-1.22
-8.838e-03,-0.96,-0.82
-8.819e-03,-0.94,-1.16
-8.800e-03,-1.02,-0.82
-8.781e-03,-0.96,-1.18
-8.762e-03,-0.88,-0.78
-8.742e-03,-1.14,-1.2
-8.723e-03,-1.14,-0.9
-8.704e-03,-1.02,-1.2
-8.685e-03,-1.04,-0.9
-8.665e-03,-1.18,-1.22
-8.646e-03,-0.94,-0.84
-8.627e-03,-1.02,-1.12
-8.608e-03,-1.02,-0.82
-8.589e-03,-1.04,-1.2
-8.569e-03,-1.08,-0.84
-8.550e-03,-1,-1.22
-8.531e-03,-1.08,-0.86
-8.512e-03,-0.98,-1.12
-8.493e-03,-1,-0.88
-8.473e-03,-1.02,-1.22
-8.454e-03,-1.06,-0.8
-8.435e-03,-0.96,-1.1
-8.416e-03,-0.86,-0.78
-8.397e-03,-0.94,-1.1
-8.377e-03,-0.92,-0.82
-8.358e-03,-1.02,-1.2
-8.339e-03,-1.04,-0.84
-8.320e-03,-0.94,-1.12
-8.301e-03,-0.94,-0.82
-8.281e-03,-0.94,-1.14
-8.262e-03,-1.04,-0.8
-8.243e-03,-1.06,-1.18
-8.224e-03,-1,-0.84
-8.205e-03,-0.94,-1.16
-8.185e-03,-0.96,-0.86
-8.166e-03,-1.02,-1.14
-8.147e-03,-0.88,-0.8
-8.128e-03,-1.08,-1.16
-8.109e-03,-0.92,-0.8
-8.089e-03,-0.96,-1.22
-8.070e-03,-1.04,-0.88
-8.051e-03,-0.94,-1.2
-8.032e-03,-1.1,-0.82
-8.013e-03,-1.08,-1.16
-7.993e-03,-0.94,-0.82
-7.974e-03,-1.08,-1.16
-7.955e-03,-1.04,-0.84
-7.936e-03,-1.1,-1.18
-7.917e-03,-0.82,-0.74
-7.897e-03,-0.96,-1.12
-7.878e-03,-1.02,-0.8
-7.859e-03,-0.94,-1.14
-7.840e-03,-1.06,-0.86
-7.821e-03,-1.04,-1.16
-7.801e-03,-0.92,-0.86
-7.782e-03,-1,-1.06
-7.763e-03,-0.92,-0.8
-7.744e-03,-0.96,-1.1
-7.725e-03,-0.9,-0.86
-7.705e-03,-1.06,-1.24
-7.686e-03,-1,-0.9
-7.667e-03,-1.02,-1.2
-7.648e-03,-1.06,-0.84
-7.629e-03,-0.96,-1.14
-7.609e-03,-0.8,-0.76
-7.590e-03,-1,-1.2
-7.571e-03,-1.1,-0.9
-7.552e-03,-1.1,-1.18
-7.533e-03,-1,-0.78
-7.513e-03,-0.94,-1.14
-7.494e-03,-0.92,-0.74
-7.475e-03,-0.96,-1.16
-7.456e-03,-0.98,-0.82
-7.437e-03,-1.12,-1.16
-7.417e-03,-0.98,-0.84
-7.398e-03,-0.96,-1.18
-7.379e-03,-1.02,-0.84
-7.360e-03,-1.06,-1.2
-7.341e-03,-1.16,-0.88
-7.321e-03,-0.86,-1.14
-7.302e-03,-1.08,-0.86
-7.283e-03,-0.96,-1.16
-7.264e-03,-0.9,-0.84
-7.245e-03,-1.02,-1.2
-7.225e-03,-0.94,-0.88
-7.206e-03,-1,-1.22
-7.187e-03,-0.98,-0.86
-7.168e-03,-1.04,-1.16
-7.149e-03,-1,-0.88
-7.129e-03,-0.98,-1.1
-7.110e-03,-0.94,-0.8
-7.091e-03,-0.86,-1.1
-7.072e-03,-0.96,-0.76
-7.053e-03,-0.98,-1.18
-7.033e-03,-1.14,-0.82
-7.014e-03,-1.02,-1.14
-6.995e-03,-0.96,-0.82
-6.976e-03,-0.9,-1.1
-6.957e-03,-0.88,-0.74
-6.937e-03,-0.98,-1.12
-6.918e-03,-1.02,-0.72
-6.899e-03,-0.98,-1.22
-6.880e-03,-0.96,-0.74
-6.861e-03,-1,-1.18
-6.841e-03,-0.94,-0.82
-6.822e-03,-0.9,-1.1
-6.803e-03,-1.06,-0.84
-6.784e-03,-1,-1.2
-6.765e-03,-0.98,-0.82
-6.745e-03,-0.92,-1.2
-6.726e-03,-1.08,-0.8
-6.707e-03,-1,-1.12
-6.688e-03,-0.86,-0.8
-6.669e-03,-0.98,-1.22
-6.649e-03,-1.1,-0.82
-6.630e-03,-0.96,-1.16
-6.611e-03,-0.98,-0.82
-6.592e-03,-0.98,-1.08
-6.573e-03,-0.96,-0.84
-6.553e-03,-1.04,-1.24
-6.534e-03,-0.96,-0.84
-6.515e-03,-1.16,-1.22
-6.496e-03,-0.98,-0.86
-6.477e-03,-0.94,-1.12
-6.457e-03,-0.96,-0.8
-6.438e-03,-0.96,-1.08
-6.419e-03,-0.88,-0.8
-6.400e-03,-1,-1.22
-6.381e-03,-1.02,-0.84
-6.361e-03,-0.96,-1.16
-6.342e-03,-0.98,-0.86
-6.323e-03,-1.06,-1.14
-6.304e-03,-1.08,-0.86
-6.285e-03,-0.94,-1.1
-6.265e-03,-1.02,-0.82
-6.246e-03,-0.94,-1.1
-6.227e-03,-0.96,-0.82
-6.208e-03,-1.06,-1.16
-6.189e-03,-1.02,-0.88
-6.169e-03,-1.06,-1.14
-6.150e-03,-0.98,-0.8
-6.131e-03,-1,-1.16
-6.112e-03,-0.98,-0.82
-6.093e-03,-1.02,-1.16
-6.073e-03,-0.92,-0.86
-6.054e-03,-0.96,-1.1
-6.035e-03,-0.94,-0.84
-6.016e-03,-1.1,-1.18
-5.997e-03,-1.02,-0.8
-5.977e-03,-1.04,-1.14
-5.958e-03,-0.98,-0.72
-5.939e-03,-0.88,-1.1
-5.920e-03,-1.02,-0.82
-5.901e-03,-1,-1.26
-5.881e-03,-1.04,-0.86
-5.862e-03,-1.14,-1.22
-5.843e-03,-0.92,-0.86
-5.824e-03,-1.04,-1.12
-5.805e-03,-0.94,-0.76
-5.785e-03,-0.88,-1.16
-5.766e-03,-1.02,-0.76
-5.747e-03,-1.06,-1.2
-5.728e-03,-1.1,-0.94
-5.709e-03,-1,-1.14
-5.689e-03,-1.02,-0.84
-5.670e-03,-1.02,-1.12
-5.651e-03,-0.88,-0.78
-5.632e-03,-1.02,-1.16
-5.613e-03,-0.96,-0.82
-5.593e-03,-1.04,-1.22
-5.574e-03,-1.04,-0.92
-5.555e-03,-1.04,-1.14
-5.536e-03,-1.04,-0.9
-5.516e-03,-0.98,-1.18
-5.497e-03,-1.02,-0.86
-5.478e-03,-1.06,-1.14
-5.459e-03,-0.88,-0.78
-5.440e-03,-1,-1.16
-5.420e-03,-0.96,-0.82
-5.401e-03,-0.82,-1.16
-5.382e-03,-1.06,-0.82
-5.363e-03,-1.06,-1.2
-5.344e-03,-0.98,-0.9
-5.324e-03,-1.1,-1.16
-5.305e-03,-0.92,-0.88
-5.286e-03,-1.06,-1.16
-5.267e-03,-0.96,-0.82
-5.248e-03,-0.9,-1.14
-5.228e-03,-0.92,-0.78
-5.209e-03,-1.08,-1.22
-5.190e-03,-1.04,-0.88
-5.171e-03,-1.1,-1.18
-5.152e-03,-0.92,-0.82
-5.132e-03,-1,-1.12
-5.113e-03,-1.06,-0.84
-5.094e-03,-1.02,-1.1
-5.075e-03,-0.92,-0.74
-5.056e-03,-1,-1.14
-5.036e-03,-1.08,-0.78
-5.017e-03,-0.92,-1.18
-4.998e-03,-0.98,-0.82
-4.979e-03,-1.02,-1.12
-4.960e-03,-0.86,-0.78
-4.940e-03,-1,-1.18
-4.921e-03,-1.08,-0.88
-4.902e-03,-0.96,-1.18
-4.883e-03,-1.02,-0.84
-4.864e-03,-1.04,-1.18
-4.844e-03,-0.94,-0.82
-4.825e-03,-1.1,-1.2
-4.806e-03,-0.96,-0.84
-4.787e-03,-1,-1.1
-4.768e-03,-0.98,-0.82
